id,velocidade_x,velocidade_y,velocidade escalar,posicao_x,posicao_y,massa
0,13.08507970962173,-1.7286542240086433,13.19877101980852,0.0,0.6281823422801551,0.001
1,-2.749922003158858,97.32525372231606,97.36409545174573,6.250077996841142,0.0,0.001
2,-4.791490148690997,72.70939739592873,72.86710401494004,4.0515759590132205,0.0,0.001
3,18.20681190535027,-2.8284705353162494,18.425206791945552,0.0,6.171529464683751,0.001
4,34.4070443767191,3.4567918451132575,34.580256109548394,0.0,6.913583690226515,0.001
5,-98.22695772543037,1.728654224008693,98.24216747110003,9.0,1.728654224008693,0.001
6,-23.432395994830756,2.671371773014025,23.584177094149723,9.0,3.292931783245187,0.001
7,-5.262368259180761,75.34996797467005,75.53350378129586,0.2020558250432014,0.0,0.001
8,-72.22205533255169,5.654677771981419,72.44308564081943,9.0,7.11153075912118,0.001
9,-99.46254435921348,22.284924546171382,101.92848273391036,9.0,0.0,0.001
10,-2.5928198933838544,88.83876650620019,88.87659505934441,9.0,0.0,0.001
11,-4.477511590462143,7.379721122954294,8.631824482419729,0.04497681907571405,7.379721122954294,0.001
12,1.4929475460743475,75.03916146854635,75.05401152688576,2.985895092148695,0.0,0.001
13,94.4493460929335,-5.811577475160277,94.62797371883497,0.0,3.188422524839723,0.001
14,4.634506592890531,-1.1000852927953275,4.763280278439469,4.634506592890531,4.59965882881869,0.001
15,-72.4390992041364,2.5142664127715753,72.48271952059405,9.0,3.037906190370321,0.001
16,1.6500863340673826,41.02750002393212,41.060669053531335,6.60034533626953,0.0,0.001
17,-38.64915405735118,54.79518329202869,67.0542259768606,9.0,0.0,0.001
18,-1.0215106102723688,-69.16628314100629,69.17382602884382,4.913957558910525,9.0,0.001
19,75.91542475572356,0.9429352969997638,75.92128056623028,0.0,5.6576117819985825,0.001
20,-71.45679697994358,3.927944538255434,71.56467412717313,9.0,3.927944538255434,0.001
21,56.55748739621981,5.654677771981454,56.83946482223864,0.0,5.654677771981454,0.001
22,5.419302151476558,85.61719120547461,85.78853225066739,5.419302151476558,0.0,0.001
23,4.006461781116258,-79.90189229509085,80.00227576975448,8.012923562232515,9.0,0.001
24,94.34561726580898,1.100085292795299,94.3520306348408,0.0,2.200170585590598,0.001
25,0.23573709933791154,-83.95112453612276,83.95145551364548,7.586442001972204,9.0,0.001
26,73.93824863505806,-2.671371773013987,73.98649091806774,0.0,3.657256453972025,0.001
27,-86.1405294862765,8.476360222401254,86.5565682244622,9.0,8.634586464932458,0.001
28,0.07857909780607031,-91.03428677490696,91.03432068890618,8.243602627030242,9.0,0.001
29,1.650086334067396,83.9511245361228,83.96733945880074,8.25043167033698,0.0,0.001
30,-96.15595500540731,76.67735337199677,122.98530076044038,9.0,0.0,0.001
31,93.4263951788877,1.8857867532150596,93.44542529091669,0.0,1.8857867532150596,0.001
32,56.168036539897976,1.885786753215088,56.19968434453983,0.0,7.543147012860352,0.001
33,-94.60318943503606,8.946042112821813,95.02523412633983,9.0,8.98809609218885,0.001
34,-77.22933657879803,-0.47147288863626713,77.23077569910838,9.0,4.241628933384597,0.001
35,99.67896527992906,-0.7857829722766922,99.68206244935357,0.0,9.0,0.001
36,1.9643512954558124,-99.01241588208094,99.03189978394897,3.928702590911625,9.0,0.001
37,-3.8494248700162466,69.61892506393073,69.72526657451446,9.0,0.0,0.001
38,-1.3358050706951161,-75.1429493158536,75.15482158232989,3.6567797172195355,9.0,0.001
39,-94.50086065401312,46.118704436770344,105.15392319488316,9.0,0.0,0.001
40,-0.7072060578627344,83.69402030033133,83.69700815704556,8.292793942137266,0.0,0.001
41,6.517442916692417,-48.60996292364143,49.04493406673251,0.0,9.0,0.001
42,-99.54083244309996,34.185604876545746,105.24748407558543,9.0,0.0,0.001
43,-95.29326582233045,55.05784098086198,110.0553150218526,9.0,0.0,0.001
44,-90.67316668954443,66.97921583606394,112.72904910236736,9.0,0.0,0.001
45,3.2211860287854104,-56.8810697783954,56.972204964936445,4.830221975478651,9.0,0.001
46,-0.8643594014951361,95.68975560138207,95.69365937316425,2.949484189534047,0.0,0.001
47,4.634506592890544,2.3571548426179376,5.199502890817843,0.0,2.3571548426179376,0.001
48,71.89515235494129,-17.510970842465568,73.99693934201535,0.0,9.0,0.001
49,18.05225802790956,-17.046588091899025,24.8288176416256,0.0,9.0,0.001
50,7.458083678272174,-45.13980482173745,45.75177582888626,8.162002759395833,9.0,0.001
51,6.203763087441402,-3.456791845113262,7.101836826169834,6.203763087441402,9.0,0.001
52,96.97142012071807,-24.271815039404387,99.96287973811009,0.0,9.0,0.001
53,1.6500863340672964,-37.995936382396806,38.03174945338461,3.93113586226248,9.0,0.001
54,-99.62666463944969,-8.9460421128217,100.02751609765062,9.0,0.0539578871782993,0.001
55,47.16132869376244,-0.15715814709199805,47.16159054616689,0.0,1.2992507924920957,0.001
56,-87.91980283871311,83.77992870833847,121.44533002784613,9.0,0.0,0.001
57,6.831058357040419,-20.288732468708204,21.40784957589403,0.0,9.0,0.001
58,-85.49515005630326,36.68383273577244,93.03292034186576,9.0,0.0,0.001
59,-6.360610857007316,86.26002530378645,86.49421562095444,0.28486759894231284,0.0,0.001
60,2.7499220031588725,-42.59783626597506,42.68650519269852,4.755775846118535,9.0,0.001
61,-1.3358050706951659,82.99932928656602,83.01007792555498,0.7840749366054851,0.0,0.001
62,-97.48529190586379,-4.399009917935331,97.58449377964496,9.0,4.600990082064669,0.001
63,0.23573709933792397,-65.68559774963941,65.68602076322966,2.1216338940413157,9.0,0.001
64,-85.00224113990932,1.4143767450505962,85.01400743632918,9.0,7.125841612431238,0.001
65,4.320505529163199,78.46232068445089,78.58118435870726,8.641011058326399,0.0,0.001
66,9.180809137999503,40.021781576328365,41.06129877356185,0.0,0.0,0.001
67,-3.6923784513375324,37.267911577822815,37.45037906350644,5.307621548662468,0.0,0.001
68,-4.477511590462171,-84.29102632988571,84.40986452890567,0.044976819075657204,9.0,0.001
69,67.50267575231733,1.7286542240086504,67.52480639845385,0.0,3.457308448017301,0.001
70,-7.301354010897924,-86.18041464725502,86.48915330355167,1.6986459891020758,9.0,0.001
71,-5.733129393581422,-96.51418308989173,96.68431263732856,9.0,9.0,0.001
72,3.8494248700162217,4.556010498270751,5.964503624800031,7.698849740032443,4.556010498270751,0.001
73,4.948461870134011,-39.01121959559551,39.3238163104237,4.948461870134011,9.0,0.001
74,0.7072060578627345,98.87582088059199,98.87834998228473,1.4567268392793837,0.0,0.001
75,-4.948461870134008,-50.52081769386132,50.76258755556636,4.051538129865992,9.0,0.001
76,8.398061306773748,-99.93748792070492,100.28972492540485,0.0,9.0,0.001
77,-6.0468999953879035,27.76174670475156,28.412665831509127,2.037914277090522,0.0,0.001
78,80.6050767308046,-8.789503062715141,81.08288203356103,0.0,9.0,0.001
79,-6.987840963113982,-97.77427715312821,98.02366650020036,9.0,9.0,0.001
80,-99.9980241102245,5.026943171814608,100.12429766845656,9.0,0.0,0.001
81,69.90043030980306,-8.946042112821516,70.47057419221167,0.0,9.0,0.001
82,-22.973789149523782,1.5715174252514996,23.027476086289738,9.0,1.9279047302077286,0.001
83,96.89417182460127,0.7857829722767065,96.89735800554563,0.0,0.7857829722767065,0.001
84,-2.5928198933837763,78.36478999301492,78.40767198207621,1.2215403198486712,0.0,0.001
85,80.79070530021876,2.200037450598799,80.82065470961513,0.0,4.599392558835206,0.001
86,5.8900219682786314,-99.86144140910858,100.0349930728824,5.8900219682786314,9.0,0.001
87,8.711225372647178,5.026943171814537,10.057614286982016,8.711225372647178,0.0,0.001
88,5.262368259180988,-65.92227252241013,66.13197815137654,5.262368259180988,9.0,0.001
89,-24.957266435471563,-92.82528389183894,96.12178981652188,9.0,9.0,0.001
90,30.841906799014282,-1.4143767450506024,30.874320665822324,0.0,7.585623254949398,0.001
91,-88.87481427576978,7.0662258182047,89.15528116643699,9.0,0.0,0.001
92,3.535322912964915,-96.47293130362445,96.53768685033207,7.1160207614884285,9.0,0.001
93,98.13747711281549,-7.379721122954351,98.41455531536462,0.0,1.6202788770456493,0.001
94,76.52581649682514,85.77917249943684,114.953325420337,0.0,0.0,0.001
95,5.4193021514764865,-96.5141830898916,96.6662111252847,5.4193021514764865,9.0,0.001
96,0.7072060578628196,-97.64045439507746,97.64301549463474,6.364854520765377,9.0,0.001
97,3.69237845133771,67.09583068755651,67.19735228624081,7.698404924809807,0.0,0.001
